DEPTH,GR,NPHI,RES
1000.0,24.42449090814824,0.3807478031312236,3.340579792136154
1000.5,14.144411422469982,0.33454138049632764,3.3962652795620976
1001.0,17.85979357112924,0.3885476623903044,3.650153126167896
1001.5,20.11544794017708,0.37558404183355454,3.0788590388318684
1002.0,21.441521125097886,0.31639431340809765,3.355706996359611
1002.5,21.24662724036864,0.4070412533651665,3.8463073926619864
1003.0,21.486324034221038,0.45796968969922286,2.974399773027957
1003.5,18.258733531028135,0.4950088615488025,3.3018234149814236
1004.0,25.17706858116597,0.4481105352023479,3.3977609033985687
1004.5,16.300901708072146,0.4462879306854555,3.5532185578509106
1005.0,15.116215967019365,0.3223406683186383,3.287173404166929
1005.5,21.590284572484542,0.445046529578775,3.648207471485129
1006.0,18.7367150222602,0.4478663240130951,3.0468242249823656
1006.5,25.53147847746385,0.4602630837991515,3.608266522328441
1007.0,21.477214727099483,0.45443369904903747,3.2176177061309628
1007.5,15.30977209462347,0.4078295037775417,2.473336365992838
1008.0,25.778229477278867,0.4048952197747285,3.1176691909556826
1008.5,17.92001951685104,0.3832683361866353,3.0225355880050464
1009.0,17.46366992660666,0.3623074864670347,3.2925127227518267
1009.5,17.86739198535197,0.3879900551449553,3.608920125810284
1010.0,16.892360533807015,0.335028368233001,2.893198056178912
1010.5,18.542899451909605,0.3761533572059558,3.882554998904476
1011.0,25.055530406820978,0.40173413322617396,2.9422700235095935
1011.5,16.969906169098593,0.37319074691083526,3.2351981450452647
1012.0,24.040441726299235,0.37493107332622916,2.813175565684526
1012.5,14.493676898511715,0.466535855783176,3.350084557029861
1013.0,22.316775553542296,0.47440980319842596,3.3505528564509275
1013.5,28.475057188625875,0.4464824218165313,3.1064960030281306
1014.0,15.592785602592896,0.32176720512664736,3.137252948469328
1014.5,27.010020747813194,0.4031765134753067,3.5617867982043387
1015.0,15.460792417641045,0.39932703158531585,2.997969771995756
1015.5,22.539336538305736,0.3818339917420315,3.044669850719227
1016.0,28.742664755394408,0.4247263063706293,3.395458782978421
1016.5,15.266399840336714,0.394291243787229,3.8664450371444397
1017.0,22.306677593777046,0.4205757622859975,3.821801576984391
1017.5,23.02531017377672,0.2592342562293191,3.685109328069648
1018.0,17.77767881633638,0.3763019332564342,3.3794966849083474
1018.5,21.07604142496688,0.4010561423009529,4.329794024069308
1019.0,25.961203768019733,0.4084906825356017,3.593338015457094
1019.5,28.661452701112154,0.3463335489199769,3.4498262389376064
1020.0,22.821167992412516,0.47719509713423325,2.990592932278769
1020.5,13.02284307525717,0.3721211448409532,2.759792653027617
1021.0,19.2909544389124,0.4946507303923302,3.9628887777722097
1021.5,18.70779195867617,0.46795637795689715,3.278862627358501
1022.0,20.151057732310463,0.37149747008193457,3.0485945518389457
1022.5,20.37743602845574,0.493041765071963,3.443085302713809
1023.0,23.66997310808172,0.46283123110892505,3.3364507626711224
1023.5,17.128782428596185,0.46461142402510563,3.4272692219006555
1024.0,24.022103716101785,0.4581403352409107,3.7381440602363747
1024.5,13.681806709178689,0.33637120568294115,2.9927448109990555
1025.0,18.264301565650804,0.4142115402625612,3.420629015734266
1025.5,23.66226799947706,0.4215248514607176,3.7478012864296546
1026.0,32.246555028406696,0.36473875143118845,3.0446355582074256
1026.5,22.01539363908125,0.3238198311824202,3.7695229646377735
1027.0,21.156363294095154,0.4188660270571836,3.564368027747016
1027.5,20.604343344199293,0.3953996115594112,3.474617258181648
1028.0,17.053570701732287,0.4137713537620236,3.0474796130510917
1028.5,27.821547330477628,0.4077827263688649,3.691363694718313
1029.0,31.111272745115535,0.4230669694226023,3.0484212905475205
1029.5,24.0203152957681,0.34661015100226644,3.871393631457809
1030.0,24.302672442599988,0.4370643506354897,2.94030351930743
1030.5,23.180800039746202,0.3607655088284605,3.840584528587166
1031.0,20.902057923215317,0.32681945533746826,3.7840079792873498
1031.5,21.875892112368938,0.4806293763633196,4.094327530595369
1032.0,10.950948676460891,0.3894234366073335,3.8570999048692842
1032.5,22.16900504840185,0.4215549671899303,3.575285828638032
1033.0,29.961969382354386,0.34570587986277385,3.697466508382434
1033.5,14.57486815051283,0.43822031175025156,3.702593750577498
1034.0,20.65124472454213,0.43157939162697617,2.741723582658874
1034.5,23.832736955905485,0.3390078597614101,3.6735750221738313
1035.0,24.168176240161987,0.32760367977745813,3.5195662998195076
1035.5,20.01671097339966,0.3654328993688522,3.789767930236983
1036.0,19.91080077722779,0.3620115890421107,3.936741303955576
1036.5,23.247162107020458,0.4582026072203827,3.8018698479608086
1037.0,24.75935430269038,0.3131232142036734,3.650633826502714
1037.5,16.256491425768843,0.3576811712796928,3.607379689479774
1038.0,21.19834464850612,0.47664829494617733,4.538908929675707
1038.5,22.12867753573516,0.3738311557353079,3.494083455338178
1039.0,25.29454871089852,0.4209979464176664,3.86248306714502
1039.5,22.95625126137722,0.41240153888211417,3.2753325184840607
1040.0,28.87720832601065,0.3563403454133969,3.5127713063415977
1040.5,22.349783315108603,0.3531270987905024,4.538546826476132
1041.0,30.991942742753825,0.305184391429443,3.3048036094512647
1041.5,25.676232589031628,0.3925053939407427,4.500173629784824
1042.0,18.355697474380403,0.287231332902516,3.9177633891737145
1042.5,20.079470738537832,0.32183874137785196,3.9097305835767364
1043.0,31.060938801795515,0.4001869074989088,3.6869107947855757
