TIME,OIL_PRODUCTION,WATER_CUT,GAS_OIL_RATIO
0,4957.53394758077,0.03533604343681476,1484.1429723279757
1,9789.327474325211,0.035951546263234054,1433.57877774825
2,14655.44095613509,0.0168057955091949,1521.3993442790547
3,19479.708638940912,0.012353138592824605,1494.9198638492064
4,24429.616423304946,0.02045052676084128,1540.2356217559843
5,29289.706669711406,0.013624457065917014,1475.4010046425954
6,34071.62128366654,0.03814263380332865,1625.5472157763272
7,39046.9113775229,0.005375063168431251,1447.1982669851297
8,43974.63795276924,0.02719704875794397,1538.0727795061907
9,48631.878167962604,0.00827286086503007,1498.9866037090849
10,53327.209675124584,0.02718605083274898,1528.390185147449
11,58052.54133830464,0.0,1524.9927330853482
12,62830.54086530131,0.012109557954598517,1534.502850970073
13,67808.45965601444,0.017220205862222997,1475.2558969791253
14,72245.3226139756,0.029083991574251664,1490.5764212495296
15,76964.10490596344,0.03901847745728208,1604.4650572276264
16,81444.54997376127,0.029451250144565688,1459.191600348925
17,85978.07233401146,0.02757850614560467,1549.0432415293758
18,90620.91003150378,0.03564487539520723,1572.203662700067
19,95150.79679737547,0.04538559978978514,1465.7910667407605
20,99735.98642921515,0.0397924836606776,1515.5570443000695
21,104114.69424199588,0.031089543946931898,1463.754448770226
22,108630.90787163025,0.011870094945014786,1480.7425490645082
23,113198.83252184387,0.024770179289794074,1575.324501205587
24,117666.3989044899,0.027020174338100056,1482.0972453075437
25,122020.53675688656,0.028012371531882168,1484.2720638702053
26,126265.1569064805,0.012018427309742799,1482.1231539611772
27,130622.66610384718,0.00974480745092805,1519.7175991125912
28,135067.27911689196,0.038405587688972474,1530.2609833765669
29,139555.20350963646,0.036274678342096064,1451.3658443532247
30,143769.64824573018,0.038442321722551964,1472.0945667246644
31,148147.52014411663,0.014989643582160856,1477.6634285513276
32,152416.0887624999,0.024753259611699458,1485.7255496633063
33,156636.34933655633,0.031976311620386846,1424.5152625122196
34,160908.4695588406,0.02628260487665721,1420.1363695558778
35,165016.72860006208,0.040428527613532536,1526.5203980938857
36,169267.64333129785,0.04103049302875143,1432.4232747541255
37,173531.99056161006,0.025946266113503143,1578.2457325756834
38,177609.85052627852,0.021587343282699636,1556.051123459736
39,181771.7378624061,0.020733033909578102,1544.1282638489513
40,185867.66402299306,0.02819329799641135,1518.0315068932168
41,189840.80928515302,0.02688230866582821,1526.7410107500823
42,193870.64129891782,0.015458224463771202,1485.2313626648738
43,197861.1929735696,0.032222824767932784,1525.2998420084357
44,201781.55884955946,0.01362435852533565,1527.093838906937
45,205815.6472017021,0.019161679538303993,1478.491166836137
46,209812.06090844495,0.006800531914382946,1551.3213225899474
47,213650.9636369712,0.012036641091732844,1547.6224942024437
48,217579.99115197675,0.009959573725459605,1545.7759009759045
49,221490.01878404518,0.018821893101928527,1539.4408752127918
50,225382.51386305137,0.014707866861053036,1471.7769168160914
51,229173.05683365854,0.04857460344854265,1507.7521687961896
52,233061.5223633039,4.617773885839255e-06,1493.018751465274
53,236794.4740292441,0.028267922033289178,1515.100688228052
54,240717.36100978235,0.03864840686692934,1412.0367964414204
55,244498.20137167122,0.021545148864810452,1470.43764920967
56,248218.30164526872,0.02402554084811305,1558.3224825773325
57,252045.3493283487,0.05725930871605091,1497.9934517036288
58,255878.94527713791,0.02294681680001418,1498.4705621010382
59,259647.63087942594,0.03378090073242934,1517.865230928591
60,263316.4925449368,0.0207145712838344,1504.667078517961
61,266943.23624678596,0.027209042902973397,1412.2394317276128
62,270728.48641553306,0.027556618798965735,1526.0164521537486
63,274208.2677129236,0.04100715266492885,1502.1790770563769
64,277938.06867700175,0.05562872029798639,1529.946461933899
65,281462.82021676534,0.024411383142905155,1497.7993522413017
66,285159.92166773306,0.023922409178072437,1440.083834863706
67,288624.5466598365,0.023318782889027397,1591.145567556002
68,292260.9897004651,0.03218195520393803,1520.516544523573
69,295837.51823032845,0.02787807983835958,1489.3975186403677
70,299229.7249201442,0.026989424093509462,1518.7242956896384
71,302823.70272463624,0.03671959138795514,1504.8817330686973
72,306366.3994637938,0.03266273345221456,1495.0115502587407
73,309833.21118347323,0.025041395547825328,1522.238748087581
74,313181.0999614817,0.04276311485396047,1469.1281487976187
75,316531.3609972659,0.04937234752738008,1514.1496473683524
76,319943.89766820875,0.018477378050165413,1515.3443528560733
77,323341.2270362151,0.05648344361794756,1471.3373253106547
78,326754.71409725264,0.022588012969928184,1456.0132073627174
79,330170.38860999217,0.03852780934433111,1592.9463561093748
80,333558.6072884085,0.046641737005021645,1430.0508411428757
81,336837.24627883435,0.014639777273688818,1554.0663303805882
82,340229.71000427817,0.03227918105391808,1458.5097103324536
83,343299.991336827,0.050216178844330876,1484.8170211334998
84,346669.2784220337,0.02939674782695971,1434.8263959052647
85,349978.98301042774,0.05149358152326426,1558.2376373998745
86,353273.2419539707,0.04335505364727803,1542.6244005521487
87,356514.39463095064,0.03514926399159768,1468.0448213721818
88,359752.1954051924,0.03903961326043175,1415.0941704871616
89,362859.5859895289,0.03778443159891846,1492.965954615102
90,365760.78104680846,0.0349303017713911,1543.4006206276395
91,368927.4073569639,0.04229889037329874,1556.440722363464
92,372157.8216471609,0.03596456358128683,1428.2230403216809
93,375367.05763259187,0.026618307225337513,1521.7587290875013
94,378615.50244426774,0.03910129801286812,1517.9937339804842
95,381885.57281660085,0.04091102313791042,1381.5444118991006
96,385034.8550639831,0.041045190288359325,1420.9182549865761
97,388254.1130930223,0.034664674741331315,1434.5339474500875
98,391379.84792757547,0.05092755175165711,1491.1549798775047
99,394345.1877960486,0.03344685942141614,1528.6856568108428
100,397439.2339805132,0.031175690454039437,1570.5414425678048
101,400330.42271348584,0.04279456174690325,1447.1347771883984
102,403251.99691896327,0.0420403984674595,1544.2759970007262
103,406105.3018935988,0.04107324809361188,1454.3516574228781
104,409014.77612643054,0.05934034338723517,1449.279619057057
105,411929.5528595272,0.07394934724696398,1515.0058317789842
106,414754.0904073035,0.0325618979341732,1511.315185339907
107,417458.6391899209,0.03875871106158711,1500.778318498095
108,420455.2483225504,0.046044426927769895,1515.003334596723
109,423404.41833136923,0.03638800335934309,1562.511074271496
110,426297.58661875385,0.050083962835455756,1533.1678419770515
111,429104.8654750853,0.02723549745167144,1514.0758851575572
112,431959.94277801627,0.021856575389540674,1576.030712299756
113,434904.2433940264,0.05166390843013165,1518.0918384528925
114,437582.1313077196,0.03405274974824739,1511.4132173962528
115,440327.53814830875,0.04907490839662452,1564.9710178752832
116,442846.4545535279,0.03374495431666727,1500.874525327469
117,445551.555812203,0.04120861629119203,1458.2681091911252
118,448344.22254301683,0.040888419550353126,1519.562229097223
119,451255.9728482115,0.05282485024643269,1434.631606750158
120,454012.1408668815,0.04539877525684853,1427.9189064290615
121,456879.10605902027,0.05006373085031845,1459.4487966759627
122,459569.45276383904,0.05013626952173284,1514.2529334448298
123,462288.59031523945,0.05705470088719723,1534.0089800261933
124,464874.52752124437,0.03904879241452351,1576.9570610563198
125,467656.11049086833,0.02652739963586669,1447.954057110396
126,470465.66679305816,0.04591402007597442,1460.954432234422
127,473047.7585929503,0.032161962270686184,1531.8351944354506
128,475618.59998798487,0.05660196605271056,1466.6598365824043
129,478185.8174171959,0.04715789934414547,1470.9662610313349
130,480787.913798022,0.04450574473163607,1454.1501293175038
131,483435.27735644695,0.04447024183997678,1409.5399647013548
132,486015.94091992313,0.03837401208007534,1405.7466211387784
133,488524.05993705074,0.05632919898034572,1559.5205582816152
134,490891.46464335185,0.028486274704593202,1504.0646951458116
135,493519.0811337102,0.060910235941670915,1377.7059568683055
136,496005.86896060966,0.03853370926375703,1487.1237660897473
137,498591.45211037196,0.04934932656636813,1477.9312534490778
138,501062.5538509884,0.04353909863937152,1530.8582472185249
139,503725.2687292393,0.053023870957570725,1520.0258191296814
140,506147.9097515028,0.04183361087004363,1499.391445656442
141,508748.73621617054,0.042870543972978854,1455.9772980022688
142,511260.96413205314,0.0485902414989548,1489.1363363385908
143,513766.3716225345,0.048857244631417635,1505.0001120292845
144,516302.54603526194,0.04176831451818462,1495.123038784787
145,518721.0342841816,0.0625457727542904,1532.5003278487532
146,521229.14419066947,0.04659268014082717,1546.4511635727263
147,523698.38425061415,0.05493887000344019,1495.2589613456341
148,526202.3165123565,0.02762167089288405,1538.0647873730404
149,528704.7562144519,0.05574301946107406,1389.915491905261
150,531064.2708283121,0.04812229201751807,1506.9725546190691
151,533342.4768588579,0.05927479291054716,1521.0489402448923
152,535621.7497230832,0.03984305439112195,1502.3097096115455
153,537906.7701894003,0.051933799959356985,1557.8067797719982
154,540145.1065857881,0.05181781189022544,1449.0060185909517
155,542361.855398697,0.05542102851182881,1537.2645256826502
156,544694.4356704444,0.04335479577727114,1529.3964818489833
157,546939.41744775,0.03960968179611021,1494.7258506893015
158,549296.1455295277,0.06193260620954353,1508.1355968077412
159,551769.3018828643,0.05193891635429575,1468.6583301621797
160,553956.4113132305,0.04336826096483487,1535.174509477
161,556036.0968548617,0.049010775342683686,1489.9037527722535
162,558142.7779726913,0.06279780189232223,1485.6116854042632
163,560338.7260009114,0.06160257501181392,1517.2598983174582
164,562525.0972607891,0.050878344624845986,1511.333529782257
165,564748.9119720939,0.0465476974225291,1524.595433168294
166,567018.8843370561,0.05789187980624831,1469.4341753795827
167,569169.2317293097,0.0566787192719886,1517.3950637772375
168,571441.2239986971,0.056429869848026684,1621.3790999150415
169,573686.876722076,0.05959589292442102,1478.2282473477617
170,575849.5151078913,0.04369118027653206,1541.6181979689552
171,578193.4092856079,0.047725160511754815,1528.2146000427044
172,580284.1169151538,0.04317632929661165,1501.7659778771604
173,582424.4352301955,0.04417969159498413,1467.962629961505
174,584581.0900821966,0.050115887643501736,1491.3330781149373
175,586671.8121097299,0.06270485657207178,1521.6634988236303
176,588797.6089063756,0.04824065237113195,1487.7336166908162
177,590918.2674632192,0.05169895812178264,1426.8034413223565
178,592987.9296108097,0.06808623786776025,1482.5201264002976
179,595007.370781558,0.056689107747376816,1442.9334756031556
180,596927.8633336279,0.049040508603248795,1490.4390862526284
181,599029.506256829,0.06258854529385136,1527.4828510513682
182,600990.3968862568,0.05778286332429544,1517.7069741825362
183,602993.3954713864,0.07685077842433997,1528.928087899579
184,605117.7172107622,0.07195557881274862,1462.1438097406065
185,606872.3778476444,0.059235759569210795,1498.5749124773288
186,608763.8737751453,0.05903871173726279,1394.1350617891558
187,610705.6267786474,0.06733113150806488,1485.7855153398443
188,612684.8905776175,0.06655821443158426,1491.19877036393
189,614458.0746333511,0.06584888572218314,1559.1446594006175
190,616393.9814397392,0.0738849958254526,1438.0825557691828
191,618329.3760686468,0.06282580809701571,1396.661747921314
192,620393.2508217565,0.05170058474292245,1602.5733717304543
193,622260.0163085009,0.05820684251337332,1496.6587010360813
