I,J,K,POROSITY,PERMEABILITY,WATER_SATURATION,FACIES
0.0,0.0,100.44197214166479,0.1639331022419427,1.0924967500181215,0.6594382693677093,Shale
1.4492753623188406,0.0,144.82557012526544,0.1672941139039869,1.0,0.3279868815158507,Shale
2.898550724637681,0.0,140.9406719307079,0.22065922513351616,5.052037652684619,0.43051532349745236,Sandstone
4.3478260869565215,0.0,141.1188721094187,0.20226244868857435,3.066951485712266,0.46519997092259413,Shale
5.797101449275362,0.0,74.30312683969586,0.19255105914657178,1.2383833830417714,0.7938402017112988,Shale
7.246376811594203,0.0,96.7166464387444,0.17145938344866676,1.7159743699087044,0.5917491094975573,Shale
8.695652173913043,0.0,117.98871207647312,0.16674547308014945,1.3297429880447438,0.5236715232011764,Shale
10.144927536231885,0.0,149.67830808904444,0.20823336052305094,1.4229813048633824,0.35416953969951065,Shale
11.594202898550725,0.0,150.17626658714283,0.20198449829333015,5.855083577203338,0.28072558654871804,Shale
13.043478260869565,0.0,97.99896975488306,0.24399978270038525,2.8489157838067123,0.6161404163261466,Sandstone
14.492753623188406,0.0,136.97033150464537,0.25263578665882325,4.264767724643517,0.46051049106194303,Sandstone
15.942028985507246,0.0,103.41287307625932,0.2588292494067272,3.852107053581441,0.6099755845996196,Sandstone
17.391304347826086,0.0,140.2354894377217,0.19445877772159664,1.7499658437667274,0.46577689460805627,Shale
18.840579710144926,0.0,130.54420048602483,0.19406013052097276,4.208425232118808,0.5083688910453157,Shale
20.28985507246377,0.0,131.2911623456023,0.20797370889695319,1.816102215852136,0.36390281451046363,Shale
21.73913043478261,0.0,137.6007599620068,0.17138682519242637,1.6406069891786277,0.48228042742574395,Shale
23.18840579710145,0.0,150.5370328332039,0.25834964679800015,1.9683411372629984,0.2601408166728444,Sandstone
24.63768115942029,0.0,90.94851738050664,0.26506970552856235,1.0,0.6711927100795576,Sandstone
26.08695652173913,0.0,150.9060157984251,0.19213397397397466,1.6884783095413947,0.36993297651105295,Shale
27.536231884057973,0.0,135.92358060664426,0.20261244412356358,1.1607923711302486,0.3256277702676741,Shale
28.985507246376812,0.0,64.16084173676404,0.2633191286622406,2.338146177992181,0.7382218447199257,Sandstone
30.434782608695652,0.0,125.4198176929583,0.266286867021791,3.247911829909704,0.5241661191806619,Sandstone
31.884057971014492,0.0,120.45925858949707,0.22119649015322687,2.8949005102697267,0.514567637604854,Sandstone
33.333333333333336,0.0,64.31461241206499,0.1875439170702216,1.3092843500657976,0.746763724669812,Shale
34.78260869565217,0.0,97.80819429722844,0.2132777641180818,2.832121455772118,0.5968081686853001,Sandstone
36.231884057971016,0.0,81.37734480681632,0.21255965233376692,1.975962168150847,0.6007421515911124,Sandstone
37.68115942028985,0.0,51.74784160029802,0.21140405084969638,1.0,0.8,Shale
39.130434782608695,0.0,80.74563316811987,0.25501802720577876,1.5550401159201774,0.7176136415162541,Sandstone
40.57971014492754,0.0,144.15436045179436,0.19812227633831425,2.086223658148467,0.45775662185021015,Shale
42.028985507246375,0.0,137.0954563089228,0.25710718840240626,2.3796962036011546,0.45208516899576373,Sandstone
43.47826086956522,0.0,105.02007745401032,0.2486684974980138,1.4906970335523941,0.5389479946391973,Sandstone
44.927536231884055,0.0,57.294562205590466,0.19751329596090805,2.3007216392132968,0.8,Shale
46.3768115942029,0.0,134.6689341345979,0.17714862691680433,3.404223189926484,0.47896678646417834,Shale
47.82608695652174,0.0,70.93901992340241,0.22730581069065678,1.7821736583424626,0.7391527816999595,Sandstone
49.27536231884058,0.0,83.28628305895171,0.20861936277359508,2.7629077464853764,0.6098645748109816,Shale
50.72463768115942,0.0,70.4041590735821,0.1616575052024231,1.6760260755839915,0.6471960683693314,Shale
52.17391304347826,0.0,107.003335526737,0.22832691841083763,2.6100768738233073,0.6303957012363217,Sandstone
53.6231884057971,0.0,74.7585513716034,0.17364056675104594,1.4216226451027725,0.7450440278499516,Shale
55.072463768115945,0.0,70.45388024284931,0.23652081216042287,2.8014773552369228,0.6634085436415633,Sandstone
56.52173913043478,0.0,90.4097086769255,0.24077680010741634,1.7103502514005313,0.6048159156641439,Sandstone
57.971014492753625,0.0,94.74496526173714,0.21618588866226654,1.2414567520240662,0.6929069508230961,Sandstone
59.42028985507246,0.0,53.50366057563899,0.21196433593734795,3.0004559647605853,0.8,Shale
60.869565217391305,0.0,118.53221059425104,0.21514984478425783,1.2198947380415928,0.4497462596241764,Sandstone
62.31884057971015,0.0,113.84657999581204,0.19299568218730892,2.1091354233811836,0.5523313236003999,Shale
63.768115942028984,0.0,81.95695290173462,0.21318752661323168,1.9890908923313977,0.6173747747999276,Sandstone
65.21739130434783,0.0,126.23502481333587,0.1620695296269103,1.6387640039114457,0.392137344550421,Shale
66.66666666666667,0.0,140.6082726545311,0.23574059772010336,1.4189547566168694,0.30294484920237785,Sandstone
68.1159420289855,0.0,98.98348011824439,0.20536120252079007,3.4415076728476524,0.6537785978301424,Shale
69.56521739130434,0.0,101.69967079739986,0.2130932719449122,1.7029552126236587,0.5819519073674605,Sandstone
71.01449275362319,0.0,125.17646087603164,0.17574966901559086,3.2601430316689606,0.4532775130457729,Shale
72.46376811594203,0.0,66.63594693884085,0.15280237103378472,1.3184022474037704,0.8,Shale
73.91304347826087,0.0,89.62693866089089,0.182715694828199,1.0922975297157969,0.6705720042200954,Shale
75.3623188405797,0.0,110.68436516183239,0.23578615554644253,1.7012929802278793,0.5273135053541764,Sandstone
76.81159420289855,0.0,98.55125990747568,0.20819224628549643,1.153323636966368,0.5619977689162304,Shale
78.26086956521739,0.0,131.54659121682906,0.1718209387214823,2.05560810449651,0.5109614595073111,Shale
79.71014492753623,0.0,66.962147031051,0.22734228105485346,1.1570788140981867,0.7570448577906101,Sandstone
81.15942028985508,0.0,151.83034195955153,0.20211662540113134,2.3762365997097485,0.23134548070629962,Shale
82.6086956521739,0.0,74.79695389086497,0.21841531939179348,2.2288550070996913,0.7457924520555014,Sandstone
84.05797101449275,0.0,73.74871345122205,0.1760154214619516,2.5715300480162515,0.7580024446948759,Shale
85.5072463768116,0.0,113.51599306712608,0.21651200843214907,1.5103558564539408,0.5228362642545082,Sandstone
86.95652173913044,0.0,99.10556107601228,0.19489532651702185,2.3085265595391764,0.652310281796392,Shale
88.40579710144928,0.0,82.90656521943282,0.19242171672877928,1.28307365559303,0.693505126653219,Shale
89.85507246376811,0.0,63.87279470678412,0.15189695452319565,2.344299273609062,0.7336041725738657,Shale
91.30434782608695,0.0,103.92949135329233,0.17421383475599753,2.4940266910750175,0.6289833795076623,Shale
92.7536231884058,0.0,90.07446488496441,0.15022265940657265,1.0,0.6176271849177434,Shale
94.20289855072464,0.0,122.5996146242892,0.22139726798989448,1.3171470184740124,0.5113393516476217,Sandstone
95.65217391304348,0.0,72.7780275286332,0.22726033629034226,2.6274077755443326,0.6587013225690297,Sandstone
97.10144927536231,0.0,60.48266631217149,0.18546683652290533,1.6814095937981481,0.7367874893417531,Shale
98.55072463768116,0.0,50.94145353476582,0.17063263216419253,3.1580174676984356,0.8,Shale
100.0,0.0,90.97792527625306,0.16391172650468605,2.7242805990635244,0.5548606064834889,Shale
0.0,1.4492753623188406,65.72028787738654,0.1878147729164451,2.369721265377101,0.8,Shale
1.4492753623188406,1.4492753623188406,102.61573588574772,0.19639100227152212,2.012997442822055,0.5292143709109762,Shale
2.898550724637681,1.4492753623188406,132.6459238614603,0.18718290667307227,1.6202912496315613,0.4052617763409059,Shale
4.3478260869565215,1.4492753623188406,78.5105266710029,0.19874682484186582,1.8025650820206467,0.7386915861438149,Shale
5.797101449275362,1.4492753623188406,68.77288122908912,0.15979484301950495,2.1890554256237422,0.7545791446193238,Shale
7.246376811594203,1.4492753623188406,76.74452302761446,0.20997741813414625,9.402404791002217,0.7055161099484798,Shale
8.695652173913043,1.4492753623188406,90.30949336167428,0.17189319033448455,1.5186009619768202,0.6014484134374416,Shale
10.144927536231885,1.4492753623188406,62.44489140352981,0.1755572254186984,1.1500084683387386,0.7803295049305519,Shale
11.594202898550725,1.4492753623188406,72.79015523649294,0.18185007547034432,1.91807861022102,0.6428235913137476,Shale
13.043478260869565,1.4492753623188406,101.9711193682947,0.22368003028480613,2.0133548561810755,0.6157069199677653,Sandstone
14.492753623188406,1.4492753623188406,65.9131274291511,0.24332794626031176,2.496464866078545,0.6794008197297791,Sandstone
15.942028985507246,1.4492753623188406,101.16594384505072,0.22753045479140685,1.623088977496294,0.5392454387200639,Sandstone
17.391304347826086,1.4492753623188406,112.06651635949063,0.26321773782639596,2.4256841668491287,0.4463335877314031,Sandstone
18.840579710144926,1.4492753623188406,70.50300863024421,0.19025908119180537,2.0712857061473806,0.6557871584119022,Shale
20.28985507246377,1.4492753623188406,61.08681560103622,0.2641386246567407,1.1125489283031285,0.8,Sandstone
21.73913043478261,1.4492753623188406,149.1509660509756,0.23312064261694454,4.09698614711988,0.27271289064881443,Sandstone
23.18840579710145,1.4492753623188406,71.74379792039704,0.21624207333719983,1.7752022243773948,0.721828869847003,Sandstone
24.63768115942029,1.4492753623188406,84.36253360327318,0.21758491332011198,3.090387569162699,0.6334172921044168,Sandstone
26.08695652173913,1.4492753623188406,73.29878456693253,0.2617851183847088,6.900714866663835,0.8,Sandstone
27.536231884057973,1.4492753623188406,140.51739379003018,0.2671538298636526,3.8885575991797285,0.2984981215714504,Sandstone
28.985507246376812,1.4492753623188406,134.37043750178648,0.22835872988208042,2.0059038952935007,0.5046868018472037,Sandstone
30.434782608695652,1.4492753623188406,85.41155023925282,0.23453087286864208,2.350811730546629,0.5762756738643785,Sandstone
31.884057971014492,1.4492753623188406,68.09463608737939,0.25477018073718605,3.5422602334237787,0.8,Sandstone
33.333333333333336,1.4492753623188406,56.73648480462993,0.26421662579680655,5.903555700130938,0.8,Sandstone
34.78260869565217,1.4492753623188406,103.2233797935282,0.2620891872526305,1.9374760979295174,0.5612566319622542,Sandstone
36.231884057971016,1.4492753623188406,117.04070787954436,0.2263831720607166,2.2680071658117953,0.5241513364924453,Sandstone
37.68115942028985,1.4492753623188406,138.2434062145923,0.20331071205288617,1.0,0.4655702268826889,Shale
39.130434782608695,1.4492753623188406,99.39362437871503,0.2201103793912949,5.685296088078512,0.607961663995814,Sandstone
40.57971014492754,1.4492753623188406,76.1659547234308,0.19361056831944487,1.0,0.6807098803384335,Shale
42.028985507246375,1.4492753623188406,62.93937492385877,0.25234604381038217,1.3168321495835174,0.7841305837278343,Sandstone
43.47826086956522,1.4492753623188406,136.78502806779443,0.25672407423619903,1.2232365701396848,0.4507224342443641,Sandstone
44.927536231884055,1.4492753623188406,110.68665267789787,0.19955645106154785,1.3542217205081672,0.4888565048891812,Shale
46.3768115942029,1.4492753623188406,80.57178999999384,0.1977570086045698,1.5796917414240872,0.6832694719842799,Shale
47.82608695652174,1.4492753623188406,141.45397405037366,0.2579285587747217,4.935648581905962,0.32004840378764404,Sandstone
49.27536231884058,1.4492753623188406,105.49601060871325,0.17012797070915558,2.5660950445790616,0.5062713811394479,Shale
50.72463768115942,1.4492753623188406,93.41754869331307,0.1637500172870933,1.753447219307278,0.5248100548974918,Shale
52.17391304347826,1.4492753623188406,71.75777921616225,0.17958690027416738,1.0,0.6496505488131349,Shale
53.6231884057971,1.4492753623188406,145.70323224554738,0.2177150642169753,2.324541288299536,0.3947796214648116,Sandstone
55.072463768115945,1.4492753623188406,144.46412308568677,0.1613112714625316,1.0,0.3313230311336518,Shale
56.52173913043478,1.4492753623188406,84.2446097291719,0.17937825677852878,1.5425411553239727,0.7223900813133204,Shale
57.971014492753625,1.4492753623188406,100.30406383804605,0.16297090944686857,1.614969535147381,0.6750686298647215,Shale
59.42028985507246,1.4492753623188406,67.5241938581908,0.21122161908075965,1.2094055042751526,0.7950279671060205,Shale
60.869565217391305,1.4492753623188406,113.20532938117,0.19160802357916032,1.4751508610605137,0.5459905802037235,Shale
62.31884057971015,1.4492753623188406,131.2315885807134,0.20339532620860393,1.2204089073085593,0.41912941320243724,Shale
